visit,slow,fast
0.0,27.0,0.0
0.024024024024024024,0.0,0.0
0.04804804804804805,0.0,0.0
0.07207207207207207,0.0,0.0
0.0960960960960961,0.0,0.0
0.12012012012012012,0.0,0.0
0.14414414414414414,0.0,0.0
0.16816816816816815,0.0,0.0
0.1921921921921922,0.0,0.0
0.21621621621621623,0.0,0.0
0.24024024024024024,0.0,0.0
0.26426426426426425,0.0,0.0
0.2882882882882883,0.0,0.0
0.3123123123123123,0.0,0.0
0.3363363363363363,0.0,0.0
0.36036036036036034,0.0,0.0
0.3843843843843844,0.0,0.0
0.4084084084084084,0.0,0.0
0.43243243243243246,0.0,0.0
0.45645645645645644,0.0,0.0
0.4804804804804805,0.0,0.0
0.5045045045045045,0.0,0.0
0.5285285285285285,0.0,0.0
0.5525525525525525,0.0,0.0
0.5765765765765766,0.0,0.0
0.6006006006006006,0.0,0.0
0.6246246246246246,0.0,0.0
0.6486486486486487,0.0,0.0
0.6726726726726726,0.0,0.0
0.6966966966966966,0.0,0.0
0.7207207207207207,0.0,0.0
0.7447447447447447,0.0,0.0
0.7687687687687688,0.0,0.0
0.7927927927927928,0.0,0.0
0.8168168168168168,0.0,0.0
0.8408408408408409,0.0,0.0
0.8648648648648649,0.0,0.0
0.8888888888888888,0.0,0.0
0.9129129129129129,0.0,0.0
0.9369369369369369,0.0,0.0
0.960960960960961,0.0,0.0
0.984984984984985,0.0,0.0
1.009009009009009,0.0,0.0
1.033033033033033,0.0,0.0
1.057057057057057,0.0,0.0
1.0810810810810811,0.0,0.0
1.105105105105105,0.0,0.0
1.1291291291291292,0.0,0.0
1.1531531531531531,0.0,0.0
1.177177177177177,0.0,0.0
1.2012012012012012,0.0,0.0
1.2252252252252251,0.0,0.0
1.2492492492492493,0.0,0.0
1.2732732732732732,0.0,0.0
1.2972972972972974,0.0,0.0
1.3213213213213213,0.0,0.0
1.3453453453453452,0.0,0.0
1.3693693693693694,0.0,0.0
1.3933933933933933,0.0,0.0
1.4174174174174174,0.0,0.0
1.4414414414414414,0.0,0.0
1.4654654654654655,0.0,0.0
1.4894894894894894,0.0,0.0
1.5135135135135136,0.0,0.0
1.5375375375375375,0.0,0.0
1.5615615615615615,0.0,0.0
1.5855855855855856,0.0,0.0
1.6096096096096095,0.0,0.0
1.6336336336336337,0.0,0.0
1.6576576576576576,0.0,0.0
1.6816816816816818,0.0,0.0
1.7057057057057057,0.0,0.0
1.7297297297297298,0.0,0.0
1.7537537537537538,0.0,0.0
1.7777777777777777,0.0,0.0
1.8018018018018018,0.0,0.0
1.8258258258258258,0.0,0.0
1.84984984984985,0.0,0.0
1.8738738738738738,0.0,0.0
1.897897897897898,0.0,0.0
1.921921921921922,0.0,0.0
1.9459459459459458,0.0,0.0
1.96996996996997,0.0,0.0
1.993993993993994,0.0,0.0
2.018018018018018,0.0,0.0
2.042042042042042,0.0,0.0
2.066066066066066,0.0,0.0
2.09009009009009,0.0,0.0
2.114114114114114,0.0,0.0
2.138138138138138,0.0,0.0
2.1621621621621623,0.0,0.0
2.186186186186186,0.0,0.0
2.21021021021021,0.0,0.0
2.234234234234234,0.0,0.0
2.2582582582582584,0.0,0.0
2.2822822822822824,0.0,0.0
2.3063063063063063,0.0,0.0
2.33033033033033,0.0,0.0
2.354354354354354,0.0,0.0
2.3783783783783785,0.0,0.0
2.4024024024024024,0.0,0.0
2.4264264264264264,0.0,0.0
2.4504504504504503,0.0,0.0
2.4744744744744747,0.0,0.0
2.4984984984984986,0.0,0.0
2.5225225225225225,0.0,0.0
2.5465465465465464,0.0,0.0
2.5705705705705704,0.0,0.0
2.5945945945945947,0.0,0.0
2.6186186186186187,0.0,0.0
2.6426426426426426,0.0,0.0
2.6666666666666665,0.0,0.0
2.6906906906906904,0.0,0.0
2.714714714714715,0.0,0.0
2.7387387387387387,0.0,0.0
2.7627627627627627,0.0,0.0
2.7867867867867866,0.0,0.0
2.810810810810811,0.0,0.0
2.834834834834835,0.0,0.0
2.858858858858859,0.0,0.0
2.8828828828828827,0.0,0.0
2.9069069069069067,0.0,0.0
2.930930930930931,0.0,0.0
2.954954954954955,0.0,0.0
2.978978978978979,0.0,0.0
3.003003003003003,0.0,0.0
3.027027027027027,0.0,0.0
3.051051051051051,0.0,0.0
3.075075075075075,0.0,0.0
3.099099099099099,0.0,0.0
3.123123123123123,0.0,0.0
3.1471471471471473,0.0,0.0
3.171171171171171,0.0,0.0
3.195195195195195,0.0,0.0
3.219219219219219,0.0,0.0
3.2432432432432434,0.0,0.0
3.2672672672672673,0.0,0.0
3.2912912912912913,0.0,0.0
3.315315315315315,0.0,0.0
3.339339339339339,0.0,0.0
3.3633633633633635,0.0,0.0
3.3873873873873874,0.0,0.0
3.4114114114114114,0.0,0.0
3.4354354354354353,0.0,0.0
3.4594594594594597,0.0,0.0
3.4834834834834836,0.0,0.0
3.5075075075075075,0.0,0.0
3.5315315315315314,0.0,0.0
3.5555555555555554,0.0,0.0
3.5795795795795797,0.0,0.0
3.6036036036036037,0.0,0.0
3.6276276276276276,0.0,0.0
3.6516516516516515,0.0,0.0
3.6756756756756754,0.0,0.0
3.6996996996997,0.0,0.0
3.7237237237237237,0.0,0.0
3.7477477477477477,0.0,0.0
3.7717717717717716,0.0,0.0
3.795795795795796,0.0,0.0
3.81981981981982,0.0,0.0
3.843843843843844,0.0,0.0
3.8678678678678677,0.0,0.0
3.8918918918918917,0.0,0.0
3.915915915915916,0.0,0.0
3.93993993993994,0.0,0.0
3.963963963963964,0.0,0.0
3.987987987987988,0.0,0.0
4.012012012012012,0.0,0.0
4.036036036036036,0.0,0.0
4.06006006006006,0.0,0.0
4.084084084084084,0.0,0.0
4.108108108108108,0.0,0.0
4.132132132132132,0.0,0.0
4.156156156156156,0.0,0.0
4.18018018018018,0.0,0.0
4.2042042042042045,0.0,0.0
4.228228228228228,0.0,0.0
4.252252252252252,0.0,0.0
4.276276276276276,0.0,0.0
4.3003003003003,0.0,0.0
4.324324324324325,0.0,0.0
4.348348348348348,0.0,0.0
4.372372372372372,0.0,0.0
4.396396396396397,0.0,0.0
4.42042042042042,0.0,0.0
4.444444444444445,0.0,0.0
4.468468468468468,0.0,0.0
4.4924924924924925,0.0,0.0
4.516516516516517,0.0,0.0
4.54054054054054,0.0,0.0
4.564564564564565,0.0,0.0
4.588588588588588,0.0,0.0
4.612612612612613,0.0,0.0
4.636636636636637,0.0,0.0
4.66066066066066,0.0,0.0
4.684684684684685,0.0,0.0
4.708708708708708,0.0,0.0
4.732732732732733,0.0,0.0
4.756756756756757,0.0,0.0
4.7807807807807805,0.0,0.0
4.804804804804805,0.0,0.0
4.828828828828828,0.0,0.0
4.852852852852853,0.0,0.0
4.876876876876877,0.0,0.0
4.900900900900901,0.0,0.0
4.924924924924925,0.0,0.0
4.948948948948949,0.0,0.0
4.972972972972973,0.0,0.0
4.996996996996997,0.0,0.0
5.021021021021021,1.0,0.0
5.045045045045045,1.0,0.0
5.069069069069069,1.0,0.0
5.093093093093093,1.0,0.0
5.117117117117117,1.0,0.0
5.141141141141141,1.0,0.0
5.165165165165165,1.0,0.0
5.1891891891891895,1.0,0.0
5.213213213213213,1.0,0.0
5.237237237237237,1.0,0.0
5.261261261261261,1.0,0.0
5.285285285285285,1.0,0.0
5.3093093093093096,1.0,0.0
5.333333333333333,1.0,0.0
5.357357357357357,1.0,0.0
5.381381381381381,1.0,0.0
5.405405405405405,1.0,0.0
5.42942942942943,1.0,0.0
5.453453453453453,1.0,0.0
5.4774774774774775,1.0,0.0
5.501501501501502,1.0,0.0
5.525525525525525,1.0,0.0
5.54954954954955,1.0,0.0
5.573573573573573,1.0,0.0
5.597597597597598,1.0,0.0
5.621621621621622,1.0,0.0
5.645645645645645,1.0,0.0
5.66966966966967,2.0,0.0
5.693693693693693,2.0,0.0
5.717717717717718,2.0,0.0
5.741741741741742,2.0,0.0
5.7657657657657655,2.0,0.0
5.78978978978979,2.0,0.0
5.813813813813813,2.0,0.0
5.837837837837838,2.0,0.0
5.861861861861862,2.0,0.0
5.885885885885886,2.0,0.0
5.90990990990991,2.0,0.0
5.933933933933934,2.0,0.0
5.957957957957958,2.0,0.0
5.981981981981982,2.0,0.0
6.006006006006006,2.0,0.0
6.03003003003003,2.0,0.0
6.054054054054054,2.0,0.0
6.078078078078078,2.0,0.0
6.102102102102102,2.0,0.0
6.126126126126126,2.0,0.0
6.15015015015015,3.0,0.0
6.1741741741741745,3.0,0.0
6.198198198198198,4.0,0.0
6.222222222222222,4.0,0.0
6.246246246246246,4.0,0.0
6.27027027027027,4.0,0.0
6.2942942942942945,4.0,0.0
6.318318318318318,4.0,0.0
6.342342342342342,4.0,0.0
6.366366366366366,4.0,0.0
6.39039039039039,4.0,0.0
6.414414414414415,4.0,0.0
6.438438438438438,5.0,0.0
6.4624624624624625,5.0,0.0
6.486486486486487,6.0,0.0
6.51051051051051,6.0,0.0
6.534534534534535,6.0,0.0
6.558558558558558,6.0,0.0
6.5825825825825826,6.0,0.0
6.606606606606607,6.0,0.0
6.63063063063063,6.0,0.0
6.654654654654655,6.0,0.0
6.678678678678678,6.0,0.0
6.702702702702703,6.0,0.0
6.726726726726727,6.0,0.0
6.7507507507507505,6.0,0.0
6.774774774774775,6.0,0.0
6.798798798798798,7.0,0.0
6.822822822822823,9.0,0.0
6.846846846846847,9.0,0.0
6.870870870870871,9.0,0.0
6.894894894894895,9.0,0.0
6.918918918918919,9.0,0.0
6.942942942942943,9.0,0.0
6.966966966966967,9.0,0.0
6.990990990990991,9.0,0.0
7.015015015015015,9.0,0.0
7.039039039039039,9.0,0.0
7.063063063063063,9.0,0.0
7.087087087087087,9.0,0.0
7.111111111111111,9.0,0.0
7.135135135135135,11.0,0.0
7.1591591591591595,11.0,0.0
7.183183183183183,11.0,0.0
7.207207207207207,11.0,0.0
7.231231231231231,11.0,0.0
7.255255255255255,11.0,0.0
7.2792792792792795,11.0,0.0
7.303303303303303,11.0,0.0
7.327327327327327,11.0,0.0
7.351351351351351,11.0,0.0
7.375375375375375,11.0,0.0
7.3993993993994,11.0,0.0
7.423423423423423,11.0,0.0
7.4474474474474475,11.0,0.0
7.471471471471472,12.0,0.0
7.495495495495495,12.0,0.0
7.51951951951952,12.0,0.0
7.543543543543543,12.0,0.0
7.5675675675675675,12.0,0.0
7.591591591591592,12.0,0.0
7.615615615615615,12.0,0.0
7.63963963963964,12.0,0.0
7.663663663663663,12.0,0.0
7.687687687687688,12.0,0.0
7.711711711711712,12.0,0.0
7.7357357357357355,12.0,0.0
7.75975975975976,12.0,0.0
7.783783783783783,12.0,0.0
7.807807807807808,13.0,0.0
7.831831831831832,13.0,0.0
7.8558558558558556,13.0,0.0
7.87987987987988,13.0,0.0
7.903903903903903,13.0,0.0
7.927927927927928,13.0,0.0
7.951951951951952,13.0,0.0
7.975975975975976,12.0,0.0
8.0,12.0,0.0
8.024024024024024,12.0,0.0
8.048048048048049,12.0,0.0
8.072072072072071,12.0,0.0
8.096096096096096,12.0,0.0
8.12012012012012,12.0,0.0
8.144144144144144,12.0,0.0
8.168168168168169,12.0,0.0
8.192192192192191,12.0,0.0
8.216216216216216,12.0,0.0
8.24024024024024,12.0,0.0
8.264264264264265,12.0,0.0
8.288288288288289,12.0,0.0
8.312312312312311,12.0,0.0
8.336336336336336,12.0,0.0
8.36036036036036,12.0,0.0
8.384384384384385,12.0,0.0
8.408408408408409,13.0,0.0
8.432432432432432,13.0,0.0
8.456456456456456,13.0,0.0
8.48048048048048,13.0,0.0
8.504504504504505,13.0,0.0
8.528528528528529,13.0,0.0
8.552552552552552,13.0,0.0
8.576576576576576,13.0,0.0
8.6006006006006,13.0,0.0
8.624624624624625,13.0,0.0
8.64864864864865,13.0,0.0
8.672672672672672,13.0,0.0
8.696696696696696,13.0,0.0
8.72072072072072,13.0,0.0
8.744744744744745,14.0,0.0
8.76876876876877,14.0,0.0
8.792792792792794,14.0,0.0
8.816816816816816,14.0,0.0
8.84084084084084,14.0,0.0
8.864864864864865,14.0,0.0
8.88888888888889,14.0,0.0
8.912912912912914,13.0,0.0
8.936936936936936,13.0,0.0
8.96096096096096,13.0,0.0
8.984984984984985,13.0,0.0
9.00900900900901,14.0,0.0
9.033033033033034,14.0,1.0
9.057057057057056,14.0,1.0
9.08108108108108,14.0,1.0
9.105105105105105,14.0,1.0
9.12912912912913,14.0,1.0
9.153153153153154,14.0,1.0
9.177177177177176,14.0,1.0
9.2012012012012,13.0,1.0
9.225225225225225,13.0,0.0
9.24924924924925,13.0,0.0
9.273273273273274,13.0,1.0
9.297297297297296,13.0,1.0
9.32132132132132,13.0,1.0
9.345345345345345,13.0,1.0
9.36936936936937,12.0,1.0
9.393393393393394,12.0,1.0
9.417417417417417,12.0,1.0
9.441441441441441,12.0,1.0
9.465465465465465,12.0,1.0
9.48948948948949,12.0,1.0
9.513513513513514,12.0,1.0
9.537537537537537,11.0,1.0
9.561561561561561,11.0,0.0
9.585585585585585,10.0,1.0
9.60960960960961,10.0,1.0
9.633633633633634,10.0,1.0
9.657657657657657,10.0,1.0
9.681681681681681,10.0,1.0
9.705705705705705,10.0,2.0
9.72972972972973,10.0,2.0
9.753753753753754,10.0,2.0
9.777777777777779,10.0,2.0
9.801801801801801,9.0,2.0
9.825825825825826,9.0,2.0
9.84984984984985,9.0,2.0
9.873873873873874,9.0,2.0
9.897897897897899,9.0,1.0
9.921921921921921,9.0,1.0
9.945945945945946,9.0,1.0
9.96996996996997,9.0,1.0
9.993993993993994,9.0,1.0
10.018018018018019,9.0,0.0
10.042042042042041,9.0,0.0
10.066066066066066,9.0,0.0
10.09009009009009,8.0,0.0
10.114114114114114,6.0,0.0
10.138138138138139,6.0,0.0
10.162162162162161,6.0,0.0
10.186186186186186,6.0,0.0
10.21021021021021,6.0,0.0
10.234234234234235,6.0,0.0
10.258258258258259,6.0,0.0
10.282282282282281,6.0,0.0
10.306306306306306,6.0,0.0
10.33033033033033,6.0,0.0
10.354354354354355,6.0,0.0
10.378378378378379,6.0,0.0
10.402402402402402,4.0,0.0
10.426426426426426,4.0,0.0
10.45045045045045,4.0,0.0
10.474474474474475,4.0,0.0
10.498498498498499,4.0,0.0
10.522522522522522,4.0,0.0
10.546546546546546,4.0,0.0
10.57057057057057,4.0,0.0
10.594594594594595,4.0,0.0
10.618618618618619,4.0,0.0
10.642642642642642,4.0,0.0
10.666666666666666,4.0,0.0
10.69069069069069,5.0,0.0
10.714714714714715,5.0,0.0
10.73873873873874,5.0,0.0
10.762762762762762,5.0,0.0
10.786786786786786,5.0,0.0
10.81081081081081,5.0,0.0
10.834834834834835,5.0,0.0
10.85885885885886,5.0,0.0
10.882882882882884,5.0,0.0
10.906906906906906,5.0,0.0
10.93093093093093,5.0,0.0
10.954954954954955,5.0,0.0
10.97897897897898,5.0,0.0
11.003003003003004,5.0,0.0
11.027027027027026,10.0,0.0
11.05105105105105,10.0,0.0
11.075075075075075,10.0,0.0
11.0990990990991,10.0,0.0
11.123123123123124,10.0,0.0
11.147147147147146,10.0,0.0
11.17117117117117,10.0,0.0
11.195195195195195,10.0,0.0
11.21921921921922,10.0,0.0
11.243243243243244,10.0,0.0
11.267267267267266,10.0,0.0
11.29129129129129,10.0,0.0
11.315315315315315,10.0,0.0
11.33933933933934,11.0,0.0
11.363363363363364,11.0,0.0
11.387387387387387,11.0,0.0
11.411411411411411,11.0,0.0
11.435435435435435,11.0,0.0
11.45945945945946,11.0,0.0
11.483483483483484,11.0,0.0
11.507507507507507,11.0,0.0
11.531531531531531,13.0,0.0
11.555555555555555,13.0,0.0
11.57957957957958,13.0,0.0
11.603603603603604,13.0,0.0
11.627627627627627,13.0,0.0
11.651651651651651,13.0,0.0
11.675675675675675,13.0,0.0
11.6996996996997,15.0,0.0
11.723723723723724,15.0,0.0
11.747747747747747,15.0,0.0
11.771771771771771,15.0,0.0
11.795795795795796,15.0,0.0
11.81981981981982,15.0,0.0
11.843843843843844,15.0,0.0
11.867867867867869,15.0,0.0
11.891891891891891,15.0,0.0
11.915915915915916,15.0,0.0
11.93993993993994,15.0,0.0
11.963963963963964,15.0,0.0
11.987987987987989,15.0,0.0
12.012012012012011,15.0,0.0
12.036036036036036,15.0,0.0
12.06006006006006,15.0,0.0
12.084084084084084,15.0,0.0
12.108108108108109,15.0,0.0
12.132132132132131,15.0,0.0
12.156156156156156,15.0,0.0
12.18018018018018,15.0,0.0
12.204204204204204,15.0,0.0
12.228228228228229,15.0,0.0
12.252252252252251,15.0,0.0
12.276276276276276,15.0,0.0
12.3003003003003,15.0,0.0
12.324324324324325,15.0,0.0
12.348348348348349,15.0,0.0
12.372372372372372,15.0,0.0
12.396396396396396,15.0,0.0
12.42042042042042,15.0,0.0
12.444444444444445,15.0,0.0
12.468468468468469,15.0,0.0
12.492492492492492,15.0,0.0
12.516516516516516,15.0,0.0
12.54054054054054,15.0,0.0
12.564564564564565,15.0,0.0
12.588588588588589,14.0,0.0
12.612612612612612,14.0,0.0
12.636636636636636,14.0,0.0
12.66066066066066,14.0,0.0
12.684684684684685,14.0,0.0
12.70870870870871,14.0,0.0
12.732732732732732,14.0,0.0
12.756756756756756,14.0,0.0
12.78078078078078,14.0,0.0
12.804804804804805,14.0,0.0
12.82882882882883,14.0,0.0
12.852852852852854,14.0,0.0
12.876876876876876,14.0,0.0
12.9009009009009,14.0,0.0
12.924924924924925,15.0,0.0
12.94894894894895,15.0,0.0
12.972972972972974,15.0,0.0
12.996996996996996,15.0,0.0
13.02102102102102,15.0,0.0
13.045045045045045,15.0,0.0
13.06906906906907,15.0,0.0
13.093093093093094,15.0,0.0
13.117117117117116,14.0,0.0
13.14114114114114,14.0,0.0
13.165165165165165,14.0,0.0
13.18918918918919,14.0,0.0
13.213213213213214,14.0,0.0
13.237237237237236,14.0,0.0
13.26126126126126,14.0,0.0
13.285285285285285,15.0,0.0
13.30930930930931,15.0,0.0
13.333333333333334,15.0,0.0
13.357357357357357,15.0,0.0
13.381381381381381,15.0,0.0
13.405405405405405,15.0,0.0
13.42942942942943,15.0,0.0
13.453453453453454,15.0,0.0
13.477477477477477,15.0,0.0
13.501501501501501,15.0,0.0
13.525525525525525,15.0,0.0
13.54954954954955,15.0,0.0
13.573573573573574,15.0,0.0
13.597597597597597,15.0,0.0
13.621621621621621,15.0,0.0
13.645645645645645,15.0,0.0
13.66966966966967,15.0,0.0
13.693693693693694,15.0,0.0
13.717717717717717,15.0,0.0
13.741741741741741,15.0,0.0
13.765765765765765,15.0,0.0
13.78978978978979,15.0,0.0
13.813813813813814,15.0,0.0
13.837837837837839,15.0,0.0
13.861861861861861,15.0,0.0
13.885885885885886,15.0,0.0
13.90990990990991,15.0,0.0
13.933933933933934,15.0,0.0
13.957957957957959,15.0,0.0
13.981981981981981,15.0,0.0
14.006006006006006,15.0,0.0
14.03003003003003,15.0,0.0
14.054054054054054,15.0,0.0
14.078078078078079,15.0,0.0
14.102102102102101,15.0,0.0
14.126126126126126,15.0,0.0
14.15015015015015,15.0,0.0
14.174174174174174,15.0,0.0
14.198198198198199,15.0,0.0
14.222222222222221,16.0,0.0
14.246246246246246,16.0,0.0
14.27027027027027,16.0,0.0
14.294294294294295,16.0,0.0
14.318318318318319,16.0,0.0
14.342342342342342,16.0,0.0
14.366366366366366,16.0,0.0
14.39039039039039,16.0,0.0
14.414414414414415,16.0,0.0
14.438438438438439,16.0,0.0
14.462462462462462,16.0,0.0
14.486486486486486,16.0,0.0
14.51051051051051,16.0,0.0
14.534534534534535,16.0,0.0
14.558558558558559,16.0,0.0
14.582582582582582,16.0,0.0
14.606606606606606,16.0,0.0
14.63063063063063,16.0,0.0
14.654654654654655,16.0,0.0
14.67867867867868,16.0,0.0
14.702702702702702,16.0,0.0
14.726726726726726,16.0,0.0
14.75075075075075,16.0,0.0
14.774774774774775,16.0,0.0
14.7987987987988,16.0,0.0
14.822822822822822,16.0,0.0
14.846846846846846,16.0,0.0
14.87087087087087,16.0,0.0
14.894894894894895,16.0,0.0
14.91891891891892,16.0,0.0
14.942942942942944,16.0,0.0
14.966966966966966,16.0,0.0
14.99099099099099,16.0,0.0
15.015015015015015,16.0,0.0
15.03903903903904,17.0,0.0
15.063063063063064,17.0,0.0
15.087087087087086,17.0,0.0
15.11111111111111,17.0,0.0
15.135135135135135,17.0,0.0
